,attraction_name,link,category,categories,rating,reviews,address,city
217,Dehradun,https://www.google.com/maps/place/Dehradun/data=!4m7!3m6!1s0x39092b3192764171:0xeef8359a6e82c260!8m2!3d30.3335862!4d78.0115041!16s%2Fg%2F11sz5hvjth!19sChIJcUF2kjErCTkRYMKCbpo1-O4?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.4,7,"82M6+CJJ Dehradun, Ballupur Chowk, Ram Vihar, Ballupur, Dehradun, Uttarakhand 248001, India",Dehradun
218,APEX TO HIMALAYAS,https://www.google.com/maps/place/APEX+TO+HIMALAYAS/data=!4m7!3m6!1s0x390929536c638215:0xfea6d33cb5787ef0!8m2!3d30.324605!4d78.0428142!16s%2Fg%2F11flbz8grq!19sChIJFYJjbFMpCTkR8H54tTzTpv4?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.9,7,"APEX TO HIMALAYAS, L-58 MDDA COMPLEX, Clock Tower, Dehradun, Uttarakhand 248001, India",Dehradun
219,Tea estate (chai bagan),https://www.google.com/maps/place/Tea+estate+%28chai+bagan%29/data=!4m7!3m6!1s0x39092bee4d0c49f1:0x1f36f7ee7a22c434!8m2!3d30.3166065!4d77.989343!16s%2Fg%2F11s4_sy3_1!19sChIJ8UkMTe4rCTkRNMQieu73Nh8?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,4.5,6,"8X8Q+JPW Tea estate (chai bagan), Indra Nagar Colony, Dehradun, Uttarakhand 248146, India",Dehradun
220,Doon Narulas,https://www.google.com/maps/place/Doon+Narulas/data=!4m7!3m6!1s0x390929c593b3861d:0x523c098c8481f4c!8m2!3d30.3160335!4d78.0265455!16s%2Fg%2F11s32tbdst!19sChIJHYazk8UpCTkRTB9IyJjAIwU?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3,2,"Doon Narulas, 73, Saharanpur Rd, near Saharanpur Chowk, Arhat Bazaar, Lakkhi Bagh, Dehradun, Uttarakhand 248001, India",Dehradun
221,Uk07 ProLife,https://www.google.com/maps/place/Uk07+ProLife/data=!4m7!3m6!1s0x390929fffa20445f:0x92d0296573bcfa64!8m2!3d30.2857815!4d78.0684311!16s%2Fg%2F11tjpzp6zl!19sChIJX0Qg-v8pCTkRZPq8c2Up0JI?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,3,1,"Uk07 ProLife, Jogiwala, Dehradun, Uttarakhand 248005, India",Dehradun
222,Dehradun Missouri ropeway,https://www.google.com/maps/place/Dehradun+Missouri+ropeway/data=!4m7!3m6!1s0x390929deb8c66eb3:0x10319ac0df5411ab!8m2!3d30.311046!4d78.0562872!16s%2Fg%2F11svhx9h2f!19sChIJs27GuN4pCTkRqxFU38CaMRA?authuser=0&hl=en&rclk=1,Tourist attraction,Tourist attraction,,,"8364+CG7 Dehradun Missouri ropeway, Pritam Rd, Panchpuri Colony, Dalanwala, Dehradun, Uttarakhand 248001, India",Dehradun
223,Ajanta Caves,,Historical place,"Historical place, Monument, Tourist attraction",4.6,21478,"Ajanta Caves, Maharashtra 431117, India",Ajanta
224,Ajantha Caves Reflection,,Tourist attraction,Tourist attraction,4.5,792,"Ajantha Caves Reflection, Bus Stand, Ajanta Ajanta, Thana, Maharashtra 431118, India",Ajanta
225,Ajanta Caves Waterfall,,Scenic spot,"Scenic spot, Tourist attraction",4.5,309,"HP22+349 Ajanta Caves Waterfall, Aurangabad, Maharashtra 431117, India",Ajanta
226,Upper View Point Ajanta Caves,,Vista point,"Vista point, Scenic spot, Tourist attraction",4.6,295,"GPX3+4CW Upper View Point Ajanta Caves, View Point, Maharashtra 431117, India",Ajanta
227,Ajanta Cave,,Archaeological site,"Archaeological site, Tourist attraction",4.7,252,"HP22+XVX Ajanta Cave, caves, Maharashtra 431117, India",Ajanta
228,Middle View Point ( Ajanta Caves ),,Vista point,"Vista point, Tourist attraction",4.6,108,"HP22+J7W Middle View Point ( Ajanta Caves ), walk way from view point to Caves, Maharashtra 431117, India",Ajanta
229,Ajanta Caves View,,Tourist attraction,Tourist attraction,4.5,34,"Ajanta Caves View, MTDC Caves view restaurant At. Pimpaldari, Post, Balapur, Maharashtra 431117, India",Ajanta
230,Ajanta Waterfall,,Tourist attraction,Tourist attraction,4.4,32,"GPGW+RFG Ajanta Waterfall, Ajanta, Maharashtra 431117, India",Ajanta
231,Cave 5,,Archaeological site,"Archaeological site, Tourist attraction",4.3,18,"HP32+6J9 Cave 5, caves, Maharashtra 431117, India",Ajanta
232,Cave 12,,Archaeological site,"Archaeological site, Tourist attraction",4.5,10,"HP32+C57 Cave 12, caves, Maharashtra 431117, India",Ajanta
233,Cave No. 10,,Tourist attraction,Tourist attraction,4.9,8,"HP32+C7 Cave No. 10, Ajanta caves, Lenapur, Maharashtra 431117, India",Ajanta
234,Ajanta Hill point,,Tourist attraction,Tourist attraction,3.6,5,"HP2P+7JG Ajanta Hill point, Thana, Maharashtra 431118, India",Ajanta
235,ajNtthaa lennii mukhy prvedvaar,,Tourist attraction,Tourist attraction,4.8,4,"HP8G+R3 ajNtthaa lennii mukhy prvedvaar, Thana, Maharashtra 431118, India",Ajanta
236,Hauz Katora,,Tourist attraction,Tourist attraction,4,2,"GPHW+39Q Hauz Katora, Unnamed Road, Ajanta, Maharashtra 431117, India",Ajanta
237,Paro's Tomb,,Tourist attraction,Tourist attraction,4,1,"GPPX+F2V Paro's Tomb, MH MSH 8, Ajanta, Maharashtra 431117, India",Ajanta
238,Forest Rest House Ajanta caves,,Tourist attraction,Tourist attraction,,,"HP67+6R Forest Rest House Ajanta caves, Thana, Maharashtra 431118, India",Ajanta
239,Ajanta Caves,,Tourist attraction,Tourist attraction,,,"V8GV+F88 Ajanta Caves, Kailash Nagar, Mondha, Aurangabad, Maharashtra 431001, India",Ajanta
240,Shri Garib Nath Mandir,,Hindu temple,"Hindu temple, Tourist attraction",4.7,8149,"49FR+VGH Shri Garib Nath Mandir, Mahammadpur Kazi, Musahri, Muzaffarpur, Bihar 842001, India",Muzaffarpur
241,Shri Raj Rajeshwari Devi Temple,,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,3056,"Shri Raj Rajeshwari Devi Temple, Devi Mandir, Club Rd, Mahammadpur Kazi, Mithanpura, Muzaffarpur, Bihar 842002, India",Muzaffarpur
242,birthday dictator and cakes,,Tourist attraction,Tourist attraction,4,329,"birthday dictator and cakes, bijlii office, Tilak Maidan, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
243,Hotel Kailash Tower,,Hotel,"Hotel, Restaurant",4.1,309,"Hotel Kailash Tower, NH 28, Bhagwanpur Chowk, Bihar 842001, India",Muzaffarpur
244,The Jamun Tree,,Resort hotel,"Resort hotel, Banquet hall, Event venue, Wedding venue",4.2,275,"The Jamun Tree, CP Enclave, Bibi Ganj, NH - 28, Muzaffarpur, Bihar 842001, India",Muzaffarpur
245,Mohammad Arif,,Tourist attraction,Tourist attraction,5,2,"Mohammad Arif, 5, Ansar Colony, Chandan Nagar, Jaiprakash Nagar, Bairia, Muzaffarpur, Bihar 843108, India",Muzaffarpur
246,Muzaffarpur,,,,,,"Muzaffarpur, Bihar, India",Muzaffarpur
247,Saraiyaganj Tower,,Historical landmark,Historical landmark,4.2,4619,"Saraiyaganj Tower, Unnamed Road, Musahri, Muzaffarpur, Bihar 842001, India",Muzaffarpur
248,Muzaffarpur Park,,Park,Park,4,1833,"Muzaffarpur Park, Company Bagh Rd, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
249,Jubba Sahni Park,,Park,Park,3.8,1675,"496W+J9X Jubba Sahni Park, Club Rd, Mahammadpur Kazi, Mithanpura, Muzaffarpur, Bihar 842002, India",Muzaffarpur
250,Hotel Sarovar Grand,,Hotel,Hotel,3.9,553,"Hotel Sarovar Grand, N.H-28, Sarovar Plaza, Bhagwanpur, Muzaffarpur, Bihar 842001, India",Muzaffarpur
251,Shahid Khudiram Bose Smarak sthal,,Garden,Garden,4.1,374,"49GH+MG9 Shahid Khudiram Bose Smarak sthal, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
252,Hotel Destiny,,Hotel,Hotel,3.7,358,"Hotel Destiny, Buttler road, Maripur Main Rd, Tilak Nagar, Muzaffarpur, Bihar 842001, India",Muzaffarpur
253,Katahara chowk,,Tourist attraction,"Tourist attraction, Market",4.1,349,"Katahara chowk, Katahara Chowk, Harpur Arara Mahua, Muzaffarpur - Mahua Rd, Bihar 844112, India",Muzaffarpur
254,Ramchandra Shahi Sangrahalaya,,Museum,"Museum, Tourist attraction",4.1,160,"496W+RF3 Ramchandra Shahi Sangrahalaya, Mahammadpur Kazi, Mithanpura, Muzaffarpur, Bihar 842002, India",Muzaffarpur
255,Bharat Mata Naman Sthal,,Park,Park,4.2,144,"49FJ+P4C Bharat Mata Naman Sthal, Juran Chhapra Main Rd, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
256,City park,,Park,Park,4.2,125,"City park, sadar hospital road Companybagh, 49FJ VXV, near S. P. Office, near Ssp, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
257,Sai Village,,Hotel,Hotel,4.3,119,"Sai Village, Top floor of Dasrath BINDA ENCLAVE APARTMENT, Mithanpura, Muzaffarpur, Bihar 842002, India",Muzaffarpur
258,Sangam Ghat,,Bridge,Bridge,4.2,117,"Sangam Ghat, Jaiprakash Nagar, Mithan Sarai, Sadatpur, Bihar 842004, India",Muzaffarpur
259,Zakaria Colony Masjid dhkhry khlwny msjd,,Mosque,Mosque,4.3,87,"492X+V27 Zakaria Colony Masjid dhkhry khlwny msjd, zakaria colony saadpur, Saadpur, Muzaffarpur, Bihar 842002, India",Muzaffarpur
260,Jail Road Water Tower(PaniTanki),,Historical landmark,Historical landmark,3.7,62,"Jail Road Water Tower(PaniTanki), Mahammadpur Kazi, Chandwara, Muzaffarpur, Bihar 842001, India",Muzaffarpur
261,Sahara Bharat Mata Park,,Park,Park,4,41,"49FJ+P3M Sahara Bharat Mata Park, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
262,Power house chowk,,Historical landmark,Historical landmark,4.1,41,"49C7+VJ5 Power house chowk, Shrirampuri, Maripur, Muzaffarpur, Bihar 842001, India",Muzaffarpur
263,The Landmark Resort,,Resort hotel,Resort hotel,3.8,41,"48WW+83W The Landmark Resort, Damodarpur, Jaiprakash Nagar, Muzaffarpur, Panapur Khurd, Bihar 843113, India",Muzaffarpur
264,Mahatma Gandhi Park,,Park,Park,4.3,39,"497J+94W Mahatma Gandhi Park, B.R.Ambedkar Bihar University, Muzaffarpur, Bihar 842001, India",Muzaffarpur
265,Litchi Garden,,Garden,Garden,4.1,39,"49QJ+FPM Litchi Garden, Shiv Nagar, near amar singh asthan Shekhpur dhab, Muzaffarpur, Bihar 842003, India",Muzaffarpur
266,River View Point,,Tourist attraction,Tourist attraction,3.7,38,"4CP2+M64 River View Point, Muzaffarpur, Bihar 842001, India",Muzaffarpur
267,Marine Drive,,Tourist attraction,Tourist attraction,4.4,31,"49MC+JVQ Marine Drive, Marine Dr, Sikandarpur, Muzaffarpur, Bihar 842003, India",Muzaffarpur
268,Radheshyam Vatika,,Farm household tour,Farm household tour,3.2,26,"4C2C+7PP Radheshyam Vatika, Kanhauli, Muzaffarpur, Bihar 843147, India",Muzaffarpur
269,Priya Tour & Travels,,Travel agency,Travel agency,4.2,21,"Priya Tour & Travels, Near Deepak cinema, P.O. Ramna, Sahu Road, Musahri, Muzaffarpur, Bihar 842002, India",Muzaffarpur
270,Ramdhari Singh 'Dinkar' Park,,Park,Park,4.3,18,"Ramdhari Singh 'Dinkar' Park, B.R.Ambedkar Bihar University, Muzaffarpur, Bihar 842001, India",Muzaffarpur
271,Sikandar pur wetland,,Tourist attraction,Tourist attraction,3.8,16,"49HM+V28 Sikandar pur wetland, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
272,Mayur Mahal resort,,Tourist attraction,Tourist attraction,3.9,10,"Mayur Mahal resort, shivhar kothi, Road, near pristine school, Bhumihar colony, Kanhauli, Muzaffarpur, Bihar 843147, India",Muzaffarpur
273,Kanti dam,,Tourist attraction,Tourist attraction,3.9,10,"6842+M32 Kanti dam, Muzaffarpur, Bihar 843109, India",Muzaffarpur
274,River View Point,,Tourist attraction,Tourist attraction,4.9,10,"2FP7+C3J River View Point, Harishankar Maniyari Rd, Silaut, Raghunathpur, Bihar 843119, India",Muzaffarpur
275,Marriage garden,,Park,Park,4,8,"49P3+MJH Marriage garden, Navijaan Colony, Damodarpur, Jaiprakash Nagar, Muzaffarpur, Madpur Salem urf Fatehpur, Bihar 842001, India",Muzaffarpur
276,"MAAI STHAN, JHITKAHIYA",,Hindu temple,Hindu temple,4.1,8,"49V6+5R7 MAAI STHAN, JHITKAHIYA, Brahmpura Main Rd, Brahmpura, Bihar 842003, India",Muzaffarpur
277,Indira park,,Park,Park,3.6,7,"49FM+Q93 Indira park, Sutapatti, Muzaffarpur, Bihar 842001, India",Muzaffarpur
278,Selfie point,,Tourist attraction,Tourist attraction,3.7,6,"49HG+2QH Selfie point, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
279,shiv mNdir dshrinn ttolaa,,Tourist attraction,Tourist attraction,4.2,6,"6C48+VXW shiv mNdir dshrinn ttolaa, Majhaulia, Jhapaha, Bihar 842004, India",Muzaffarpur
280,Ajay kumar (chintu),,Historical landmark,Historical landmark,2.3,3,"Ajay kumar (chintu), Mahammadpur Kazi, Jagdishpuri, Muzaffarpur, Bihar 842002, India",Muzaffarpur
281,"gjraaj drbaar, baaghii esttett",,Tourist attraction,Tourist attraction,2.3,3,"WCR2+R4X gjraaj drbaar, baaghii esttett, Baghi Maniar, Bihar 844112, India",Muzaffarpur
282,Nawab Tour & Travels,,Tourist attraction,Tourist attraction,3.5,2,"0, Nawab Tour & Travels, Barkat Hotel, Mehdi Hasan Chowk, Musahri, Muzaffarpur, Brahmpura, Bihar 842001, India",Muzaffarpur
283,Sikandarpur lake,,Swimming lake,Swimming lake,3.5,2,"49JG+P3Q Sikandarpur lake, Sikandarpur, Muzaffarpur, Bihar 842003, India",Muzaffarpur
284,Smart City Ghat,,Tourist attraction,Tourist attraction,5,1,"49PJ+5C7 Smart City Ghat, Akharghat, Muzaffarpur, Bihar 842001, India",Muzaffarpur
285,All India Bus And Luggage Service,,Tourist attraction,Tourist attraction,1,1,"All India Bus And Luggage Service, Bus Stand, 0 Bairiya, Muzaffarpur, Bihar 842001, India",Muzaffarpur
286,Sakarwara east,,Tourist attraction,Tourist attraction,1,1,"4MV2+P7P Sakarwara east, Vill, sakarwara, Shakarwara Sabik, nur 843118, India",Muzaffarpur
287,Shree Kanha Gaushala,,Tourist attraction,Tourist attraction,5,1,"4J28+C43 Shree Kanha Gaushala, Kakariya gayghat, Goshala Road, muzaffarpur, Kakrahia, Bihar 843118, India",Muzaffarpur
288,Thakur place,,Tourist attraction,Tourist attraction,,,"39XH+F7P Thakur place, Sirkhiriya, Muzaffarpur, Bihar 842002, India",Muzaffarpur
289,RKMS pond,,Tourist attraction,Tourist attraction,,,"4C35+3F6 RKMS pond, R.k Puram, Lakshmi Narayan Nagar, Muzaffarpur, Bihar 843147, India",Muzaffarpur
290,Priya Trevasls,,Tourist attraction,Tourist attraction,,,"Priya Trevasls, Bus Stand, 0 Bariya, Muzaffarpur, Bihar 842001, India",Muzaffarpur
291,Sahil Trades,,Tourist attraction,"Tourist attraction, Store",,,"Sahil Trades, 0, Brahampura, Muzaffarpur, Bihar 842001, India",Muzaffarpur
292,Murgi Tola,,Tourist attraction,Tourist attraction,,,"Murgi Tola, Amir Khusru Colony, Aghoria Bazar, Saadpur, Muzaffarpur, Bihar 842002, India",Muzaffarpur
293,Nandu Babu marg,,Tourist attraction,Tourist attraction,,,"49HQ+J5G Nandu Babu marg, Musahri, Muzaffarpur, Bihar 842001, India",Muzaffarpur
294,Aurangzeb alamgir,,Tourist attraction,Tourist attraction,,,"49R2+X54 Aurangzeb alamgir, Housing Board, Damodarpur, Jaiprakash Nagar, Muzaffarpur, Bihar 843113, India",Muzaffarpur
295,Gola road muzaffarpur,,Education center,Education center,,,"49JR+W66 Gola road muzaffarpur, Musahri, Muzaffarpur, Bihar 842001, India",Muzaffarpur
296,Mahammadpur Kazi,,,,,,"Mahammadpur Kazi, Muzaffarpur, Bihar, India",Muzaffarpur
297,Tilak Maidan,,,,,,"Tilak Maidan, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",Muzaffarpur
298,Aghoria Bazar,,,,,,"Aghoria Bazar, Saadpur, Muzaffarpur, Bihar, India",Muzaffarpur
299,Amir Khusru Colony,,,,,,"Amir Khusru Colony, Muzaffarpur, Bihar, India",Muzaffarpur
300,"Shree Durga Temple,Katihar",,Hindu temple,Hindu temple,4.6,2299,"Shree Durga Temple,Katihar, durgasthan, Vivekananda Nagar, Katihar, Bihar 854105, India",Katihar
301,Hotel Jmd International || Best Hotel In Katihar | Luxury Hotel In Katihar,,Hotel,"Hotel, Banquet hall, Conference center, Restaurant, Wedding venue",3.8,2269,"Hotel Jmd International || Best Hotel In Katihar | Luxury Hotel In Katihar, National Highway 81, Mirchaibari, Katihar, Bihar 854105, India",Katihar
302,CONNPLEX SMART THEATRE- KATIHAR,,Movie theater,Movie theater,4.2,321,"CONNPLEX SMART THEATRE- KATIHAR, IPG MALL, KATIHAR, PURNIA HIGHWAY, near DALAN, CHAWK, Rampur, Bihar 854105, India",Katihar
303,Ramakrishna Mission Vidyamandir Katihar,,Higher secondary school,Higher secondary school,4.7,191,"Ramakrishna Mission Vidyamandir Katihar, RK Mission Rd, Katihar, Bihar 854105, India",Katihar
304,Gogabil Lake Manihari Katihar,,Bird watching area,"Bird watching area, Tourist attraction",3.8,172,"Gogabil Lake Manihari Katihar, Janglatal, Bihar 854117, India",Katihar
305,Katihar Junction,,Train station,Train station,4.3,3053,"Katihar Junction, Railway Colony, Katihar, Bihar 854105, India",Katihar
306,Dhruv Kundu Children Park,,Ecological park,"Ecological park, Garden",3.9,1020,"Dhruv Kundu Children Park, Mirchaibari, Katihar, Bihar 854109, India",Katihar
307,Narendra Uddayan,,Park,"Park, Restaurant, Swimming pool, Wedding venue",3.8,448,"Narendra Uddayan, Korha, Musapur, Bihar 854108, India",Katihar
308,Chhitabari kalimandir,,Store,Store,4.3,360,"Chhitabari kalimandir, Larkania Tola, Chhitabari, Mirchai, Bihar 854105, India",Katihar
309,mnihaarii ghaatt (gNgaa),,Religious destination,Religious destination,4.2,171,"8JM9+W32 mnihaarii ghaatt (gNgaa), Katihar, Bihar 854113, India",Katihar
310,Bhagwa Kuan,,Historical place,"Historical place, Tourist attraction",4,157,"6JWJ+4MF Bhagwa Kuan, Gandhi Rd, Sahibganj, Jharkhand 816109, India",Katihar
311,BARGANDI GARDEN (HIDDEN GARDEN),,Garden,Garden,4.2,130,"BARGANDI GARDEN (HIDDEN GARDEN), Laliyahi, Katihar, Bihar 854105, India",Katihar
312,Gerabari park,,Park,Park,3.6,125,"JCF7+CR4 Gerabari park, Musapur, Bihar 854108, India",Katihar
313,Koshi Railway Golf Course,,Golf course,Golf course,4.1,125,"GHH5+644 Koshi Railway Golf Course, Goushala, Rani Ghat, Sharifganj, Katihar, Bihar 854105, India",Katihar
314,Children's park,,Park,Park,3.7,90,"HH62+59Q Children's park, Mirchaibari, Katihar, Bihar 854109, India",Katihar
315,Railway New Colony Park,,Park,Park,3.8,88,"GHV7+34V Railway New Colony Park, Railway Colony, Katihar, Bihar 854105, India",Katihar
316,The Four Seasons,,Hotel,Hotel,3.7,85,"The Four Seasons, 12, Railway Colony, Katihar, Bihar 854105, India",Katihar
317,Swarna Jayanti Park,,Park,Park,4.1,58,"Swarna Jayanti Park, 2, Rajendra Prasad Path, opp. Indoor Stadium, Hardyal Chowk, Katihar, Bihar 854105, India",Katihar
318,Confluence of Ganga and Koshi,,,,3.8,58,"C732+QG6 Confluence of Ganga and Koshi, Batesarpur Milik, Bihar 854104, India",Katihar
319,Manikpara children park,,Park,Park,3.9,52,"GHP7+36X Manikpara children park, Railway Colony, Katihar, Bihar 854105, India",Katihar
320,NIC Katihar,,Government office,Government office,4.1,26,"HH63+27M NIC Katihar, Sant Colony, Mirchaibari, Katihar, Bihar 854109, India",Katihar
321,Graduate Chaiwali,,Coffee shop,Coffee shop,3.5,22,"GHQG+H48 Graduate Chaiwali, Gami Tola Chowk, Kadwa, Katihar, Bihar 854105, India",Katihar
322,A K BABA TOUR & TRAVELS,,Car leasing service,"Car leasing service, Taxi service, Travel agency",4.9,16,"A K BABA TOUR & TRAVELS, Mirchai Bari Mirchai, Bari, Mirchaibari, Katihar, Bihar 854105, India",Katihar
323,State Highway 4line dalan mongra,,Tourist attraction,Tourist attraction,4.7,14,"HHWF+M67 State Highway 4line dalan mongra, SH 98, Bhawara, Bihar 854337, India",Katihar
324,Sameli,,Bus stop,Bus stop,4.2,13,"Sameli, Sameli NH31 Sameli,, Bihar 854101, India",Katihar
325,SHREE BALAJI TRAVELS,,Travel agency,Travel agency,5,12,"SHREE BALAJI TRAVELS, Baandh ke paas, Buddhuchak, Katihar, Bihar 854105, India",Katihar
326,I Love Katihar,,Tourist attraction,Tourist attraction,3.5,11,"I Love Katihar, 03, Railway Colony, Katihar, Bihar 854105, India",Katihar
327,Langra Bagan,,Tourist attraction,Tourist attraction,4.3,11,"HH47+Q39 Langra Bagan, Langra Bagan Rd, Railway Colony, Katihar, Bihar 854109, India",Katihar
328,Dhruv Kundu Smarak,,Memorial park,Memorial park,4.4,11,"Dhruv Kundu Smarak, near nagar nigam, Binodpur, Katihar, Bihar 854105, India",Katihar
329,Bhawara HATtiya,,Tourist attraction,Tourist attraction,3.6,11,"JH4G+595 Bhawara HATtiya, SH 98, Bhawara, Bihar 854337, India",Katihar
330,Dolanki River Viewpoint,,Tourist attraction,Tourist attraction,3.9,11,"H83J+V84 Dolanki River Viewpoint, Unnamed Road, Chhohar, Bihar 854104, India",Katihar
331,Hanuman Mandir Futani Chowk,,Hindu temple,Hindu temple,3.5,11,"Hanuman Mandir Futani Chowk, Mirchaibari, Katihar, Bihar 854109, India",Katihar
332,SHIVAM CHASMA GHAR,,Gift shop,"Gift shop, Sunglasses store",3.9,10,"SHIVAM CHASMA GHAR, Patel Chowk, Katihar, Bihar 854105, India",Katihar
333,Nishka Soni Tours,,Travel agency,Travel agency,5,8,"Nishka Soni Tours, Daulat Ram Chowk, Kadwa, Katihar, Bihar 854105, India",Katihar
334,Signal Tola Manihari,,Country park,Country park,4.6,7,"8JW9+F4W Signal Tola Manihari, Manihari, Bihar 854113, India",Katihar
335,Modhra water cannal,,Tourist attraction,Tourist attraction,3.7,6,"GGQP+Q3 Modhra water cannal, Madhura, Bihar 854105, India",Katihar
336,Darjeeling Steam Loco,,Tourist attraction,Tourist attraction,2.8,4,"GHX7+5WV Darjeeling Steam Loco, Junction, Railway Colony, Katihar, Bihar 854105, India",Katihar
337,S K Dehali Tailour,,Tourist attraction,Tourist attraction,3.7,3,"S K Dehali Tailour, 07 Kalikapur, Katihar, Bihar 854105, India",Katihar
338,Railway Eco park,,Park,Park,3.7,3,"Railway Eco park, Road, Hawai Adda, Sharifganj, Katihar, Bihar 854103, India",Katihar
339,FULWARI GHAT,,Tourist attraction,Tourist attraction,2.7,3,"FULWARI GHAT, Maira, Bihar 854101, India",Katihar
340,Abhishek Airtel Tower,,Tourist attraction,Tourist attraction,4,2,"Abhishek Airtel Tower, Unnamed Road, teja tola, Mirchaibari, Katihar, Bihar 854109, India",Katihar
341,"Garighat, chitauriya, katihar",,Tourist attraction,Tourist attraction,5,2,"GH57+H7J Garighat, chitauriya, katihar, Sharifganj, Durgapur, Bihar 854103, India",Katihar
342,Chandani Pokhar,,Tourist attraction,Tourist attraction,5,2,"HH56+578 Chandani Pokhar, Mirchaibari, Katihar, Bihar 854109, India",Katihar
343,"{shaakhu nhr} moNgraa (chottaa ddheNgulaa,dln) aur",,Tourist attraction,Tourist attraction,5,2,"HHRC+398 {shaakhu nhr} moNgraa (chottaa ddheNgulaa,dln) aur, SH 98, Mehdai, Bihar 854337, India",Katihar
344,Ramakrishna Mission Ashram,,Ashram,Ashram,5,2,"GHVF+4V2 Ramakrishna Mission Ashram, RK Mission Rd, Katihar, Bihar 854105, India",Katihar
345,Raja Ka Ghar,,Restaurant,Restaurant,3,2,"GHVH+X2G Raja Ka Ghar, Anathalaya Rd, Gami Tola, Katihar, Bihar 854105, India",Katihar
346,shrii shrii 108 baabaa jhunjhunvaalaa avtrnn sthlii,,Tourist attraction,Tourist attraction,5,1,"GHP7+42P shrii shrii 108 baabaa jhunjhunvaalaa avtrnn sthlii, Railway Colony, Katihar, Bihar 854105, India",Katihar
347,Goushala Chowk,,Tourist attraction,Tourist attraction,5,1,"GHJ7+692 Goushala Chowk, Katihar-Manihari Rd, Goshala, Sharifganj, Katihar, Bihar 854105, India",Katihar
348,Ramachok Hasanganj,,Tourist attraction,Tourist attraction,4,1,"JHRG+5C2 Ramachok Hasanganj, Unnamed Road, Jagarnathpur, Bihar 854337, India",Katihar
349,bihar katihar,,Driving school,Driving school,5,1,"CGXV+Q9V bihar katihar, mansahi, bishanpur, Katihar, Bihar, India",Katihar
350,Vann sansadhan kendriya,,Park,Park,,,"HHH4+7MQ Vann sansadhan kendriya, Mojheli, Katihar, Bihar 854109, India",Katihar
351,"The Katihar Division (Northeast Frontier Railway Zone) - Katihar City, Bihar, India",,Tourist attraction,Tourist attraction,,,"HH35+JJH The Katihar Division (Northeast Frontier Railway Zone) - Katihar City, Bihar, India, Mirchaibari, Katihar, Bihar 854109, India",Katihar
352,Santosh Vinod Plot,,Tourist attraction,Tourist attraction,,,"HHP7+46J Santosh Vinod Plot, Katihar, Bihar 854109, India",Katihar
353,Larkania Tola,,,,,,"Larkania Tola, Katihar, Bihar, India",Katihar
354,Katihar,,,,,,"Katihar, Bihar, India",Katihar
355,Gami Tola,,,,,,"Gami Tola, Katihar, Bihar 854105, India",Katihar
356,Driver Tola,,,,,,"Driver Tola, Larkania Tola, Katihar, Bihar 854105, India",Katihar
357,Moffar Ganj,,,,,,"Moffar Ganj, Kadwa, Katihar, Bihar 854105, India",Katihar
358,Katihar,,,,,,"Katihar, Bihar, India",Katihar
359,Koshi Colony,,,,,,"Koshi Colony, Katihar, Bihar, India",Katihar
360,Bathaili,,,,,,"Bathaili, Bihar 855114, India",Katihar
361,Mahanth nagar,,Apartment building,Apartment building,,,"GHW4+76V Mahanth nagar, Barmasia Power House Colony, Barmasiya, Katihar, Bihar 854105, India",Katihar
